paragraph,label
品 皆 採 用 各 項 經 證 實 的 連 結 技慧 手 機、 平 板、 智 慧 電 視 以 及續業界領先地位,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
術，兼具節能省電、連結能力、人工智慧物聯網產品,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"「Incredible In, Incredible Out」全球推廣活動觸及人數達 2 億 5 千 9 百萬人，吸引 180 萬名人造訪聯發科技網可靠度增強功能","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"站（截至 2021 年 7 月為止），以及 2,500 萬人瀏覽產品資訊分頁，2,500 萬人觀賞產品影片，整體而言，廣告投放的單次點擊 / 瀏覽成本約為美金 0.03 元","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]"
1100、1200、9000，顯示聯發科技已成功讓 5G 智慧手機晶片全面普及到各位階的市場，從旗艦到主流市場天璣 9000 旗艦晶片是聯發科技在創新之路上的里程碑之作，象徵品牌躍向不凡境界，該晶片專為全球旗艦 5G 智慧手機打造。天璣 9000 上市同時，公司也啟動「躍•至不凡」計畫，展現超乎想像的旗艦級用戶體驗,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技同時與 Discovery 導演合作，呈現搭載天璣 9000 晶片的智慧手機如何打造無與倫比的使用者體驗，透過專業導演的掌鏡與敘事，更突顯天璣 9000 晶片多媒體技術的精湛,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
精心打造「The Vision to Go Beyond」，介紹聯發科技智慧電視的夢想家聯發科技邀請獲獎導演、攝影師與探險家 Jimmy Chin，現身分享個人背景、攝影工藝與靈感等，作為塑造其個人觀點的關鍵元素。身為全球最大的電視晶片供應商，聯發科技在營造電視體驗上扮演重要角色，引領消費者超越電視螢幕進入全新世界，因此聯發科技與藝術家、創作家共同合作，透過了解其創作歷程與作品，呼應對於電視工藝懷抱遠見的夢想家,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]"
為了提供客戶（設備製造商）更多設計彈性與客製化潛能，聯發科技推出天璣 5G 開放架構，為世界智慧手機大廠提供更接近底層的開放資源，可針對相機、顯示器、圖像和 AI 處理單元，以及感測器和無線連結等子系統打造更加個性化的產品，天璣 1200 是首款採開放 5G 架構的晶片，已經獲多家世界一級智慧手機大廠採用，各自設計出獨到的產品,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
接下來，2021 下半年天璣 9000 正式亮相，專為全球旗艦 5G 智慧手機所打造的晶片，是聯發科技傾盡全力的匠心之作，率先採用全球最先進的晶片製程（台積電 4 奈米製程），在 5G 連線能力、照相、顯示、AI 性能、影像攝錄技術等取得突破性進展，成就許多世界第一，絕對能滿足終端使用者和科技愛好者對新一代旗艦晶片的所有想像,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
為了充分展現聯發科技在連結技術的業界主導地位，隆重推出全新 Filogic 系列無線連網平台，在行動運算方面，聯發科技則是針對 Chromebook 與 Android 系統的平板電腦開發出全新的 Kompanio/ 迅鯤系列，此外，2021 年第四季，聯發科技針對旗艦 8K 與高階 4K 智慧電視打造的 Pentonic 系列正式亮相，此款晶片在五個關鍵技術領域表現極為出色：顯示、音效、AI 人工智慧、廣播、連結能力，及各項技術於螢幕後完美協同運作,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
聯發科技宣佈與英特爾持續合作，將聯發科技 T700 5G 數據機導入下一世代的英特爾個人電腦 x86 處理器，瞄準印度線上遊戲的職業與業餘玩家，聯發科技與印度電信公司 Reliance Jio 於 2021 年聯手推出兩場電打造眾所矚目的 5G 體驗。首批產品於 2021 上半年由英特爾的 OEM 合作夥伴推出,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
子競技錦標賽，採用「我要活下去」（Free Fire）、「絕地求生」（BGMI）兩款熱門遊戲舉行比賽，成為聯發科技與三星共同推出全球首款 Wi-Fi 6E 8K 智慧電視 打造空前影音串流體驗2021 年，聯發科技攜手三星，聯合發表全球首款搭載 Wi-Fi 6E 晶片的 8K 智慧電視，三星該款旗艦電視機種內建聯發科技最新的 Wi-Fi 6E 晶片，提供最高速穩定的網路連線，打造無與倫比的 8K 影音串流體驗,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]"
聯發科技的品牌推廣兼顧內部和外部溝通。於企業內部，協助所有同仁了解品牌發展過程、品牌定位，以及貫徹品牌精神的重要性，藉此凝聚聯發科技的品牌共識。同時基於品牌價值開發產品，提供高效的解決方案，讓技術普及於大眾，因而更受歡迎,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
公司透過對外品牌推廣和長期的品牌建設塑造一致的品牌形象，於各種溝通管道和參與國際展覽來體現對企業和產品的品牌定位與承諾。公司致力於透過技術領先與營運優勢打造優質形象，在面對競爭激烈的全球市場時展現出更為強大的品牌競爭力。並藉由各種推廣活動、自有管道（部落格 / 公關）和社群媒體，向具影響力的意見領袖、全球分析師和媒體，以及消費者展示聯發科技的技術創新和深具競爭力的產品,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
"聯發科技天璣系列 5G 旗艦晶片 1200/1100 線上發表會 (2021 年 1 月 20 日 )2021 年 1 月 20 日，聯發科技正式發表天璣 1200 與天璣 1100 兩款 5G 智慧手機晶片，在 5G、圖像處理、遊戲等關鍵領域展現的頂級性能，計有約 143 家媒體和意見領袖出席活動，發表會影片觀賞次數高達 828萬次，本次推廣活動期間的媒體報導將近 2,000 則，文章總瀏覽量高達 1.14 億，產生超過 33,000 次的點擊次數","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
戲直播平台上進行直播，直播全程以及比賽前後、中場休息期間，畫面皆播放以聯發科技為主的品牌宣傳影片（廣告）,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
首場「遊戲大師」錦標賽於 2021 年 1 月舉辦，使用線上遊戲商 Garena 所開發的「我要活下去」(Free Fire) 手機遊戲進行比賽，為期 70 天，吸引 43000 支隊伍參與,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]"
第二場賽事於 2021 年 11 月至 2022 年 1 月間舉辦，採用遊戲商 KRAFTON 的熱門大逃殺遊戲BattleGrounds Mobile India（BGMI）進行，共有五萬人次註冊，為期 50 天的賽事中吸引一萬人參與,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
"聯發科技智慧電視晶片 MT9638 線上發表會 (2021 年 3 月 3 日 )2021 年 3 月聯發科技線上發表最新的 4K 智慧電視晶片 MT9638，搭載性能強大的 AI 處理器，支援最先進的圖像與語音增強技術，包含 AI 超分辨率、AI 圖像畫質增強、可變刷新率（VRR）、MEMC 運動補償功能、AI 語音助理等，皆整合到這款優異的高性能、低功耗單晶片，計有 56 家媒體和意見領袖出席活動，媒體報導共 1,200 則，發表會影片觀賞次數達 3,200 萬次","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
品牌之一，該報是印度最受歡迎的英文商業報紙，其官網也是造訪人數最多的網站，《經濟時報》是亞洲閱讀量最大的英文商業報紙，全球閱讀量居第二位,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
佳科技品牌是印度最有口碑的平台之一，特刊中表揚透過策略計畫、執行、發想協助印度科技界大躍升的公司，《經濟時報》大規模調查創新、品牌價值、品牌知名度、消費者滿意度、客戶服務與品質等等指標，根據其結果，聯發科技成為少數入選 2021 年《經濟時報》最佳科技品牌的公司,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]"
聯發科技印度科技日誌 (2021 年 4 月 20 日、2021 年 12 月 3 日 )聯發科技於印度所舉辦的科技日誌為一系列互動式座談會，座談會邀請業界領袖、OEM 供應商、市場研究公司，以及各大媒體、意見領袖齊聚一堂，共同討論並展示科技生態圈的最新進展。此活動始於 2018 年，一系列非正式的討論會成功傳達聯發科技產品如何幫助每個人在日常生活創造無限可能，過去四年來，科技日誌論壇已成為科技同好的互動平台，熱門討論話題包括最新、最新奇的創新科技、產品研發最新進展、重大合作案、新世代科技等等，此外也深入探討顛覆性連結技術、智慧裝置生態體系、連結裝置等議題，可說是新興商機、推廣科普、促成協作的最佳討論平台,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技的印度科技日誌論壇十分成功，2020 年獲《媒體貿易》（exchange4media）網站選為「2021年前 25 大公關推廣活動」，該網站為 B2B 媒體先鋒,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"聯發科技於 2021 年 5 月 13 日舉辦天璣 900 新品媒體溝通會，展現針對高階市場打造的絕佳影像與顯示能力、先進的 5G 連網體驗，以及超速遊戲性能。計有 57 家媒體和意見領袖出席活動，產生約 13,500 次的點擊次數，發表會影片觀賞次數高達 1,270 萬次","[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"聯發科技於 2021 年 9 月 9 日舉辦迅鯤品牌媒體溝通會，正式發佈最新的迅鯤™系列行動運算平台，及該系列首位新成員迅鯤™ 900T，會中介紹迅鯤品牌的定義和迅鯤 900T 的產品技術點。計有 57 家媒體和意見領袖出席此次活動，媒體報導超過 7,000 則，網路上對此新系列發佈的討論熱度持續增加","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
高階主管線上高峰會 (2021 年 11 月 17 日 ~2021 年 11 月 20 日 )聯發科技舉辦第三屆高階主管高峰會，藉由高峰會發表新產品，讓外界更佳了解公司各產品組合，此次同時邀請業界夥伴 AMD、Arm、Micron 出席本次高峰會，暢談與聯發科技的淵源與合作內容,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"體出席實體活動，208 家線上參與，高峰會期間與聯發科技相關的報導超過 6,000 則，網路社群曝光次數超過 250 萬次","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"聯發科技天璣 9000 線上發表會 (2021 年 12 月 16 日 )聯發科技於 2021 年 12 月 16 日舉辦天璣旗艦戰略暨新平台發表會，以線上直播的形式正式發佈旗艦 5G 行動平台天璣9000，並展示天璣 9000 在運算、能效、AI、影像、顯示、遊戲、5G 等方面的關鍵技術，會中同時展示聯發科技與合作夥伴的成果，計有 4 家終端廠商宣佈首發 / 首批，並預告2022 年將發佈天璣 8000。發表會於 9 個平台同步直播，直播全網累計播放量達 1,149 萬次，共 252 家媒體和意見領袖參加，主動發佈傳播報導 4556 篇次，參考預估閱讀量 1.8 億，傳播週期內全網監測聲量共 109,780 篇次","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
2021 Sustainability Report人才創新公司治理綠色營運在地實踐附錄全球觀1.2 全球布局聯發科技以台灣為營運及研發總部，全球共 27 個辦公據點，運籌美國、英國、芬蘭、新加坡、印度等全球的研發資源，持續擴大歐美洲市場，並積極經營東南亞、非洲、中國大陸、印度等市場，讓全世界的人們都可以獲取科技所帶來創新機會，實踐品牌理念,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技持續強化客戶服務平台 : 從接觸客戶開始即啟動專案管理流程。所有客戶的疑問想法建議等皆統一彙整，持續追蹤，定期更新。進而提供適時回饋，讓客戶感受到聯發科技產品服務流程的嚴謹與用心,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
「客戶導向」(Customer Focus) 建立聯發科技永續發展的堅實基礎，也是聯發科技六大價值觀之一,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
因應疫情帶來的缺貨風險，提升交貨的韌性，溝通與應變速度。從預期客戶的未來需求出發，以客戶角度思考，主動提昇客戶價值；以共同提升終端客戶的體驗,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
市場涵蓋五大洲，歐美、中國大陸、台日韓、印度、東南亞、中東等皆持續耕耘,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
聯發科技為了簡化客戶支援的流程並提升效率，優化客戶使用體驗，建置了 MediaTek On-Line 平台,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
體授權、文件管理系統、交換檔案系統、線上課程、常見問題、推薦廠商清冊、軟體下載及線上提問等各部分,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
此平台有效協助聯發科技掌握客戶需求，加速客戶開發產品，縮短產品商業化的時程，創造滿足客戶期望的產品,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
推出為美國地區量身打造的 5G 系統單晶片天璣 1000C,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
與全世界領導客戶 ( 如：AMD、Intel 、Amazon、Microsoft、Meta、OPPO、VIVO、 小 米、ASUS、SONY、NEC、Samsung) 等 一 起 持 續 成 長， 開 拓 全系 列 5G 手 機 / CPE / MiFi、8K DTV、WiFi 6E ，AIOT 以及 ASIC 等新興市場,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
日 常 以 客 戶 拜 訪、 開 案 數 量、Q&A 等各種定量定性方法了解客戶滿意度,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
儘管疫情已發生兩年多，聯發科技仍逆勢增長，2021 營收大幅上升 53.16%,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
客戶提問，再篩選跟進,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
當客戶對產品或服務有疑問或建議時，可以透過 e-Service 線上提問功能諮詢。聯發科技專家會處理客戶提出的問題，或進一步依照問題屬性分派給負責部門，系統性妥善解決客戶在產品開發上的疑難雜症，即時提供最佳客戶服務,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
聯發科技每年全球出貨超過 20 億顆產品，除了創新聚焦的產品設計理念，優異的產品品質之外，公司深信與客戶密切溝通，深入了解客戶需求，才是成功的客戶服務。因此，必須為每一個地域的客戶最即時且契合的服務，持續增加客戶服務投資，2021 年客戶服務同仁增加超過 20%，臺灣以外同仁更增加超過 30%,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
我們致力於追求永續經營與長期利益，不僅維持產業領導地位，更為利害關係人創造多元價值,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
聯發科技持續專注在全球布局、產品組合的架構性優化與獲利結構的改善，並投資前瞻技術與潛力市場，帶動公司營運的正向循環，提供優質工作環境、讓半導體人才在國際級舞台發揮，延續業界領先地位，持續為股東創造更高的價值,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
求，持續開發具高競爭力且先進的製程設計，推出主流規格的高性價比產品,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
發揮營運綜效，妥善運用跨平台優勢市場，協助客戶快速順利量產並獲取市場先機,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
保持健全且靈活的財務系統，支援各類研發業務需求,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]"
加深與國際級客戶及合作夥伴之長期關係，開發各類多樣商機,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
建立更完善的全球管理系統，加強公司內部營運效率與對外的有效溝通，並與全球資本市場維繫良好關係，並尋找適當且有助於產品業務拓展的投資標的,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
到 46.9%，營業利益金額較前一年成長150%，合併營業利益率增加 8.5%，逐步建構健康的獲利結構,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
在手機、語音助理、數位電視、網路連結設備等領域佔有市場領先地位,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
與國際大廠 Amazon、阿里巴巴等合作密切，將 AI 逐漸從雲端移至終端,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"市占率方面，根據市調機構拓樸與 Gartner 的統計報告顯示，2021 年全球半導體元件產業總產值為 5,835 億美元，聯發科技的全球市佔率為 3%，在全球半導體元件產業排名第 7 名，全球無晶圓半導體產業排名第 4 名","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
望 2022 年，在優異的經營團隊帶領下，聯發科技持續發揮系統單晶片的堅強實力，與第一線客戶合作提供極具競爭力的產品，期待在 5G 技術應用的浪潮下，進一步擴展相關產品市場，延續市場領導地位,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
聯發科技關係企業所經營業務包含數位消費性電子產品、無線通訊產品、數位電視產品、網路通訊產品及類比產品晶片之研發、行銷、售後服務及一般投資業務。關係企業間往來分工情形，係透過投資方式取得先進技術，以確保本公司在全球市場中的領導地位。關係企業相關資料及組織圖請參閱 2021 年年報第 103-114 頁,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
為了使聯發科技成為技術的領先者，並用創新科技實現更好的生活，持續精進專注技術領域的研發計畫,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
由創新出發，結合技術人才及產品，與世界級主要廠商合作，建立強而有力的合作夥伴關係；透過內部文化，鼓勵員工於創新同時積極對外交流，參與國際技術論壇與協會，使聯發科技得在各領域技術進入領先群,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
